41,43,47,43,52,32,41,35,42,53,34,43,44,56,36,43,43,48,54,51,47,51,40,44,42,47,51,38,51,43,44,47,51,39,42,45,43,57,50,43,37,52,56,51,43,44,49,50,52,50,44,45,51,46,46,41,55,42,53,52,39,44,44,37
3240,7285,7884,-6810,-2446,29360,8547,-8022,-26784,6269,-10288,-13719,-8776,955,-449,-9418,-3805,812,6158,-15428,-18720,-9272,959,11393,-25057,16138,-7698,5530,-5684,-4615,28785,-5948,-14900,-13206,-8241,-17304,-13626,-14767,11720,-16353,-5374,-26774,-14279,5579,-20919,-19445,-22083,-15571,-11452,-25222,25737,-8488,-12539,4152,-9323,-14841,-15264,-11362,-24519,-482,-18244,-20343,3778,-20071
