19346,16398,19426,19505,19577,19644,19717,16498,16578,19788,11367,16663,16736,16809,19863,16885,16956,11467,17029,11549,17100,17171,17242,11630,11709,11789,11867,11939,17315,12015,12086,17388,17463,12163,17545,12249,12326,12401,17621,17694,12478,12555,17767,12630,12706,17844,17915,12785,17985,18062,18134,18209,18287,18366,9892,12871,12948,13022,18434,13092,13177,13249,13319,18515,13395,13469,13549,13628,13699,13770,13849,18592,13927,14009,14087,14165,14244,18666,14318,14398,14470,14552,14631,18731,14707,14780,14855,18811,10092,10172,18894,10257,14937,10340,15017,10421,18971,15088,15166,10505,15242,15315,10593,10665,15389,15460,10738,10812,10891,15538,10969,15617,15694,15769,11037,19049,19130,15852,11113,15926,15999,11182,16079,19206,19273,16154,16231,16311
512,247,501,-1,4,0,0,0
513,56,124,-1,4,0,0,0
514,354,429,-1,4,0,0,0
515,17,348,-1,4,0,0,0
516,178,269,-1,4,0,0,0
517,34,52,-1,6,0,0,0
518,2,411,-1,6,0,0,0
519,246,313,-1,6,0,0,0
520,46,362,-1,4,0,0,0
521,45,76,-1,6,0,0,0
522,67,75,-1,4,0,0,0
523,156,430,-1,6,0,0,0
524,58,229,-1,4,0,0,0
525,181,499,-1,6,0,0,0
526,284,303,-1,6,0,0,0
527,94,327,-1,6,0,0,0
528,319,507,-1,6,0,0,0
529,28,439,-1,4,0,0,0
530,304,314,-1,4,0,0,0
531,113,119,-1,6,0,0,0
532,73,107,-1,4,0,0,0
533,53,157,-1,6,0,0,0
534,185,508,-1,6,0,0,0
535,137,381,-1,4,0,0,0
536,250,450,-1,4,0,0,0
537,40,262,-1,4,0,0,0
538,287,386,-1,4,0,0,0
539,184,268,-1,6,0,0,0
540,41,281,-1,6,0,0,0
541,145,488,-1,4,0,0,0
542,62,183,-1,6,0,0,0
543,495,505,-1,6,0,0,0
544,217,369,-1,6,0,0,0
545,19,330,-1,4,0,0,0
546,441,489,-1,6,0,0,0
547,352,455,-1,4,0,0,0
548,359,444,-1,4,0,0,0
549,22,308,-1,6,0,0,0
550,114,320,-1,4,0,0,0
551,3,424,-1,6,0,0,0
552,242,345,-1,4,0,0,0
553,154,446,-1,4,0,0,0
554,93,459,-1,4,0,0,0
555,11,168,-1,6,0,0,0
556,275,285,-1,6,0,0,0
557,147,150,-1,4,0,0,0
558,133,220,-1,4,0,0,0
559,315,458,-1,4,0,0,0
560,5,457,-1,6,0,0,0
561,436,452,-1,4,0,0,0
562,139,317,-1,4,0,0,0
563,215,483,-1,6,0,0,0
564,70,390,-1,6,0,0,0
565,26,129,-1,4,0,0,0
566,286,373,-1,6,0,0,0
567,461,473,-1,4,0,0,0
568,125,474,-1,4,0,0,0
569,379,504,-1,4,0,0,0
570,191,331,-1,6,0,0,0
571,182,326,-1,6,0,0,0
572,77,336,-1,4,0,0,0
573,255,267,-1,4,0,0,0
574,289,350,-1,6,0,0,0
575,357,401,-1,6,0,0,0
576,211,355,-1,6,0,0,0
577,254,316,-1,6,0,0,0
578,196,263,-1,6,0,0,0
579,61,332,-1,4,0,0,0
580,6,127,-1,6,0,0,0
581,300,377,-1,4,0,0,0
582,167,245,-1,6,0,0,0
583,59,96,-1,4,0,0,0
584,31,266,-1,6,0,0,0
585,122,438,-1,6,0,0,0
586,36,397,-1,6,0,0,0
587,120,428,-1,4,0,0,0
588,71,102,-1,6,0,0,0
589,48,214,-1,4,0,0,0
590,223,276,-1,4,0,0,0
591,192,463,-1,6,0,0,0
