40,41,46,29,22,31,37,27,28,31,44,37,26,49,47,33,34,33,29,29,26,28,32,42,29,33,41,41,30,33,51,24,28,26,27,38,36,34,42,39,30,27,38,26,36,24,34,38,40,36,28,37,29,41,53,46,26,44,55,37,31,28,31,30,51,35,37,33,28,29,26,25,32,34,42,29,48,46,35,32,34,36,35,29,31,33,55,35,23,46,28,38,48,45,34,30,28,41,32,36,38,38,36,40,26,27,41,35,28,42,36,34,29,31,35,45,46,43,29,32,33,37,36,39,26,28,27,43
509,14757,3601,12649,-8570,-10315,7448,8144,1822,18790,-1885,9760,5745,9742,9049,9231,14182,1786,-3910,-3928,12122,-6307,2339,13897,8863,-3548,-4305,308,273,-4017,-391,-10901,-2622,4151,-4099,18904,7317,5183,17597,-2303,1363,-642,7084,4095,8472,5006,9098,-2714,-10049,-7529,5522,13820,-1245,11936,27095,14727,6071,10032,10504,24245,-8199,2734,-2729,3936,14346,4964,-10653,-4611,-4241,5345,4052,-364,-12271,1566,22489,-3347,-11724,-9359,-15907,14284,601,3687,3484,8534,5266,2511,-1049,4711,5814,3514,-4559,-6496,5659,19915,14107,-1138,3678,7295,-2388,4422,-11860,-2878,-12970,15299,1360,2908,15362,13661,8929,-486,-6929,-3960,-11224,3720,16533,-3112,-7325,-6166,-4833,12322,23238,14184,6088,14628,5151,4207,6649,14259
