Kernel trace events
Device, Binary, Kernel, Compute Unit, Function, Data Type, Index, Start Time (ms), End Time (ms), Value
xilinx_u200_xdma_201830_2-0,compute_network.xilinx_u200_xdma_201830_2,compute_network,compute_network,top,top,0,0.007343,2.240390,0
